filename,pred_color,pred_char,true_color,true_char,color_error,char_error,error_type
02371_4.png,u,R,u,P,False,True,char_only
02391_3.png,r,R,r,B,False,True,char_only
02638_4.png,r,3,r,2,False,True,char_only
02645_4.png,r,H,r,E,False,True,char_only
02668_3.png,u,R,u,B,False,True,char_only
02855_5.png,u,2,u,9,False,True,char_only
02865_2.png,r,I,r,1,False,True,char_only
02870_4.png,r,7,u,7,True,False,color_only
02924_4.png,u,E,u,F,False,True,char_only
02973_4.png,r,O,r,G,False,True,char_only
02986_5.png,r,0,r,O,False,True,char_only
03059_3.png,u,A,u,K,False,True,char_only
03060_1.png,u,I,r,I,True,False,color_only
03093_1.png,r,Q,r,O,False,True,char_only
03154_3.png,u,4,u,3,False,True,char_only
03221_4.png,u,8,u,S,False,True,char_only
03271_2.png,u,8,u,6,False,True,char_only
03287_5.png,u,V,u,L,False,True,char_only
03383_3.png,u,N,u,W,False,True,char_only
03439_2.png,r,Y,r,J,False,True,char_only
03441_5.png,u,9,u,O,False,True,char_only
03459_1.png,r,C,u,C,True,False,color_only
03506_2.png,u,B,u,9,False,True,char_only
03519_2.png,u,F,u,E,False,True,char_only
03542_5.png,r,V,u,V,True,False,color_only
03560_5.png,r,C,r,O,False,True,char_only
03599_4.png,u,R,u,K,False,True,char_only
03635_1.png,u,T,u,F,False,True,char_only
03658_4.png,r,O,r,0,False,True,char_only
03671_1.png,u,7,u,1,False,True,char_only
03708_4.png,u,I,u,1,False,True,char_only
03725_5.png,u,P,u,R,False,True,char_only
03756_1.png,r,0,r,O,False,True,char_only
03766_2.png,r,I,r,Y,False,True,char_only
03775_1.png,u,1,u,3,False,True,char_only
03805_1.png,u,C,u,Y,False,True,char_only
03875_3.png,u,L,u,J,False,True,char_only
03908_5.png,u,1,u,3,False,True,char_only
03927_4.png,u,P,u,F,False,True,char_only
03999_1.png,r,7,r,T,False,True,char_only
04023_2.png,u,G,u,Q,False,True,char_only
04103_4.png,u,1,u,I,False,True,char_only
04141_2.png,u,7,u,Z,False,True,char_only
04173_5.png,u,O,u,C,False,True,char_only
04193_5.png,r,D,u,D,True,False,color_only
04215_5.png,u,8,u,S,False,True,char_only
04222_2.png,u,B,u,D,False,True,char_only
04239_1.png,r,P,u,P,True,False,color_only
04267_5.png,u,0,u,O,False,True,char_only
04316_1.png,u,0,u,O,False,True,char_only
04320_3.png,u,G,u,6,False,True,char_only
04338_4.png,r,O,r,0,False,True,char_only
04343_4.png,r,I,r,1,False,True,char_only
04417_5.png,r,O,r,6,False,True,char_only
04419_2.png,u,D,u,2,False,True,char_only
04471_1.png,u,J,u,I,False,True,char_only
04606_3.png,u,O,u,Q,False,True,char_only
04658_4.png,u,4,u,3,False,True,char_only
04770_3.png,u,5,u,J,False,True,char_only
04784_3.png,u,Q,u,O,False,True,char_only
04813_3.png,r,O,r,G,False,True,char_only
04826_1.png,u,I,u,L,False,True,char_only
04847_5.png,r,Q,r,9,False,True,char_only
04859_1.png,u,0,u,O,False,True,char_only
04869_5.png,r,I,r,4,False,True,char_only
04892_1.png,u,O,u,Q,False,True,char_only
04928_2.png,r,I,r,J,False,True,char_only
04938_3.png,u,7,u,Z,False,True,char_only
04985_2.png,u,E,u,L,False,True,char_only
04995_1.png,u,Y,u,V,False,True,char_only
05030_5.png,u,S,u,5,False,True,char_only
05041_5.png,r,Z,r,L,False,True,char_only
05052_4.png,u,O,u,0,False,True,char_only
05056_1.png,u,9,u,O,False,True,char_only
05063_5.png,u,V,u,U,False,True,char_only
05071_4.png,u,J,u,I,False,True,char_only
05086_3.png,u,L,u,E,False,True,char_only
05116_4.png,r,I,r,1,False,True,char_only
05234_5.png,u,I,u,J,False,True,char_only
05283_5.png,u,X,u,K,False,True,char_only
05302_5.png,r,K,r,W,False,True,char_only
05403_5.png,u,0,u,6,False,True,char_only
05448_3.png,u,V,u,T,False,True,char_only
05451_4.png,u,I,u,T,False,True,char_only
05454_1.png,u,5,u,S,False,True,char_only
05454_4.png,u,9,r,O,True,True,both_wrong
05521_1.png,u,H,u,N,False,True,char_only
05554_2.png,u,B,u,D,False,True,char_only
05650_4.png,r,9,r,8,False,True,char_only
05654_4.png,u,8,u,S,False,True,char_only
05701_4.png,u,T,u,I,False,True,char_only
05717_4.png,u,V,u,J,False,True,char_only
05828_4.png,u,O,u,9,False,True,char_only
05929_4.png,u,Y,r,7,True,True,both_wrong
05938_3.png,r,0,r,O,False,True,char_only
06014_1.png,u,0,u,O,False,True,char_only
06014_2.png,u,E,u,F,False,True,char_only
06032_2.png,u,B,u,6,False,True,char_only
06048_2.png,u,G,u,3,False,True,char_only
06058_1.png,u,3,u,9,False,True,char_only
06073_3.png,u,D,u,N,False,True,char_only
06075_1.png,u,5,u,S,False,True,char_only
06085_1.png,u,U,u,0,False,True,char_only
06175_1.png,u,5,u,J,False,True,char_only
06292_3.png,u,W,u,N,False,True,char_only
06303_3.png,u,U,u,W,False,True,char_only
06307_3.png,u,U,u,D,False,True,char_only
06398_1.png,r,K,r,R,False,True,char_only
06486_1.png,r,7,r,Z,False,True,char_only
06513_1.png,u,I,u,L,False,True,char_only
06543_4.png,u,O,u,0,False,True,char_only
06617_1.png,r,0,r,O,False,True,char_only
06627_1.png,u,9,u,Q,False,True,char_only
06666_5.png,r,I,r,T,False,True,char_only
06699_1.png,r,9,r,0,False,True,char_only
06705_1.png,r,3,r,5,False,True,char_only
06705_3.png,u,5,u,S,False,True,char_only
06848_1.png,r,Q,r,0,False,True,char_only
06860_5.png,r,4,u,4,True,False,color_only
06886_3.png,u,U,u,0,False,True,char_only
06915_5.png,r,1,r,7,False,True,char_only
06932_5.png,r,0,r,O,False,True,char_only
06953_4.png,r,I,r,T,False,True,char_only
06999_1.png,u,Q,u,9,False,True,char_only
07145_5.png,r,F,r,E,False,True,char_only
07302_4.png,u,F,u,E,False,True,char_only
07382_5.png,u,B,u,E,False,True,char_only
07417_1.png,u,I,u,L,False,True,char_only
07480_3.png,r,8,r,S,False,True,char_only
07535_2.png,u,R,u,H,False,True,char_only
07545_5.png,u,X,u,Y,False,True,char_only
07617_3.png,u,U,u,J,False,True,char_only
07631_2.png,u,S,r,S,True,False,color_only
07713_2.png,u,4,u,J,False,True,char_only
07721_1.png,u,W,u,N,False,True,char_only
07756_2.png,u,F,u,E,False,True,char_only
07843_5.png,u,E,u,5,False,True,char_only
07998_5.png,r,L,r,D,False,True,char_only
08063_5.png,u,1,u,T,False,True,char_only
08075_1.png,r,0,r,O,False,True,char_only
08091_3.png,u,0,u,O,False,True,char_only
08095_2.png,u,3,u,B,False,True,char_only
08191_2.png,u,1,u,I,False,True,char_only
08192_3.png,u,4,u,M,False,True,char_only
08290_3.png,r,H,r,B,False,True,char_only
08300_4.png,u,5,u,S,False,True,char_only
08309_3.png,u,9,u,C,False,True,char_only
08316_2.png,r,W,r,N,False,True,char_only
08330_2.png,u,S,u,6,False,True,char_only
08373_5.png,u,6,u,8,False,True,char_only
08382_2.png,r,T,r,I,False,True,char_only
08410_5.png,r,T,r,I,False,True,char_only
08419_2.png,u,9,u,S,False,True,char_only
08531_1.png,r,1,r,J,False,True,char_only
08576_1.png,r,0,r,O,False,True,char_only
08662_3.png,r,3,r,5,False,True,char_only
08771_2.png,u,A,u,K,False,True,char_only
08816_5.png,u,Y,u,T,False,True,char_only
08853_3.png,u,5,u,S,False,True,char_only
08907_2.png,u,5,u,S,False,True,char_only
08908_4.png,r,O,r,0,False,True,char_only
08927_2.png,r,O,r,Q,False,True,char_only
08986_3.png,u,I,u,1,False,True,char_only
09010_5.png,u,O,u,2,False,True,char_only
09016_3.png,u,L,u,E,False,True,char_only
09049_2.png,r,I,r,L,False,True,char_only
09123_2.png,r,O,r,0,False,True,char_only
09201_5.png,r,8,r,9,False,True,char_only
09243_4.png,r,M,r,X,False,True,char_only
09270_3.png,u,U,u,W,False,True,char_only
09320_5.png,u,F,u,E,False,True,char_only
09321_4.png,u,I,u,L,False,True,char_only
09323_1.png,u,M,u,N,False,True,char_only
09366_1.png,r,P,r,B,False,True,char_only
09442_4.png,r,A,r,4,False,True,char_only
09483_3.png,r,0,r,O,False,True,char_only
09544_4.png,u,1,u,L,False,True,char_only
09619_4.png,u,5,u,4,False,True,char_only
09620_1.png,r,1,r,L,False,True,char_only
09649_3.png,r,L,u,R,True,True,both_wrong
09707_2.png,u,G,u,S,False,True,char_only
09755_1.png,u,9,u,S,False,True,char_only
09759_5.png,r,Q,r,O,False,True,char_only
09798_3.png,u,L,u,J,False,True,char_only
09812_5.png,u,5,u,I,False,True,char_only
09843_1.png,u,Q,u,O,False,True,char_only
09926_5.png,u,F,u,E,False,True,char_only
09946_1.png,u,6,u,G,False,True,char_only
09955_3.png,u,2,u,Z,False,True,char_only
09964_4.png,r,O,r,9,False,True,char_only
09986_4.png,r,1,r,I,False,True,char_only
10016_3.png,r,0,r,O,False,True,char_only
10018_1.png,r,F,u,F,True,False,color_only
10018_2.png,u,I,u,1,False,True,char_only
10026_3.png,r,8,r,S,False,True,char_only
10115_1.png,u,6,u,8,False,True,char_only
10119_3.png,u,Y,u,V,False,True,char_only
10124_4.png,u,I,u,Y,False,True,char_only
10204_3.png,u,8,u,S,False,True,char_only
10211_5.png,r,0,r,O,False,True,char_only
10226_4.png,u,K,u,X,False,True,char_only
10360_4.png,u,F,u,E,False,True,char_only
10383_3.png,u,3,u,S,False,True,char_only
10413_1.png,u,9,u,S,False,True,char_only
10468_2.png,u,I,u,7,False,True,char_only
10557_5.png,u,I,u,1,False,True,char_only
10583_2.png,u,J,u,2,False,True,char_only
10622_3.png,r,I,r,T,False,True,char_only
10628_4.png,r,I,r,J,False,True,char_only
10628_5.png,u,5,u,S,False,True,char_only
10649_3.png,u,0,u,U,False,True,char_only
10687_1.png,u,0,u,O,False,True,char_only
10729_4.png,u,C,u,G,False,True,char_only
10735_3.png,r,F,r,E,False,True,char_only
10756_1.png,u,D,u,0,False,True,char_only
10836_3.png,r,J,r,S,False,True,char_only
10870_3.png,u,I,u,1,False,True,char_only
10873_4.png,r,P,r,R,False,True,char_only
10916_4.png,u,O,u,0,False,True,char_only
10941_2.png,u,B,u,D,False,True,char_only
10948_1.png,r,M,r,N,False,True,char_only
11005_2.png,u,T,u,Y,False,True,char_only
11011_2.png,u,5,u,6,False,True,char_only
11018_3.png,u,1,u,I,False,True,char_only
11033_4.png,u,F,u,E,False,True,char_only
11054_3.png,u,V,u,U,False,True,char_only
11057_3.png,u,I,u,T,False,True,char_only
11123_3.png,u,7,u,A,False,True,char_only
11144_5.png,r,Z,r,8,False,True,char_only
11201_4.png,u,V,u,W,False,True,char_only
11217_1.png,u,0,u,Q,False,True,char_only
11282_5.png,u,4,u,1,False,True,char_only
11416_3.png,r,O,r,Q,False,True,char_only
11438_1.png,r,F,r,P,False,True,char_only
11464_4.png,u,I,u,L,False,True,char_only
11629_5.png,u,J,u,3,False,True,char_only
11632_1.png,u,8,u,9,False,True,char_only
11670_5.png,u,T,u,K,False,True,char_only
11706_3.png,r,6,r,O,False,True,char_only
11713_2.png,u,G,u,6,False,True,char_only
11720_3.png,u,5,u,6,False,True,char_only
11723_1.png,u,0,u,O,False,True,char_only
11740_1.png,u,V,u,Y,False,True,char_only
11743_1.png,u,0,u,O,False,True,char_only
11778_1.png,r,1,r,I,False,True,char_only
11841_1.png,u,F,u,T,False,True,char_only
11908_2.png,r,Y,r,T,False,True,char_only
11915_3.png,r,1,r,4,False,True,char_only
11932_3.png,r,T,r,I,False,True,char_only
11937_4.png,u,X,r,X,True,False,color_only
11962_3.png,u,6,u,P,False,True,char_only
11991_4.png,r,K,r,E,False,True,char_only
12057_4.png,u,O,u,9,False,True,char_only
12070_1.png,u,9,u,8,False,True,char_only
12101_3.png,u,1,u,T,False,True,char_only
12159_1.png,u,A,u,G,False,True,char_only
12163_4.png,u,Y,u,X,False,True,char_only
12190_4.png,u,1,u,4,False,True,char_only
12206_1.png,u,J,u,T,False,True,char_only
12249_3.png,r,D,u,C,True,True,both_wrong
12332_5.png,u,L,u,Z,False,True,char_only
12338_1.png,r,O,r,Q,False,True,char_only
12347_2.png,u,K,u,W,False,True,char_only
12422_4.png,u,T,u,F,False,True,char_only
12429_2.png,r,H,r,R,False,True,char_only
12492_5.png,u,S,u,3,False,True,char_only
12519_1.png,r,1,r,T,False,True,char_only
12647_2.png,u,X,u,F,False,True,char_only
12669_2.png,u,L,u,I,False,True,char_only
12672_3.png,u,F,u,E,False,True,char_only
12695_1.png,u,4,u,J,False,True,char_only
12732_5.png,r,5,r,S,False,True,char_only
12788_2.png,r,I,u,J,True,True,both_wrong
12798_3.png,r,X,r,N,False,True,char_only
12800_1.png,u,V,u,9,False,True,char_only
12828_1.png,u,X,u,K,False,True,char_only
12851_3.png,r,6,r,5,False,True,char_only
12857_3.png,u,I,u,1,False,True,char_only
12871_3.png,u,Q,u,O,False,True,char_only
12892_2.png,u,O,u,0,False,True,char_only
12906_3.png,u,1,u,I,False,True,char_only
12955_5.png,r,P,r,R,False,True,char_only
12988_5.png,u,8,u,6,False,True,char_only
12990_1.png,u,I,u,X,False,True,char_only
12994_5.png,u,W,u,N,False,True,char_only
13071_3.png,u,K,u,R,False,True,char_only
13110_1.png,u,4,u,5,False,True,char_only
13133_3.png,u,I,u,Y,False,True,char_only
13144_1.png,u,0,u,O,False,True,char_only
13155_5.png,u,E,u,F,False,True,char_only
13196_3.png,r,I,r,T,False,True,char_only
13197_3.png,r,6,r,5,False,True,char_only
13230_5.png,u,S,u,5,False,True,char_only
13284_1.png,u,O,u,0,False,True,char_only
13285_2.png,u,7,u,I,False,True,char_only
13326_5.png,r,1,r,I,False,True,char_only
13408_5.png,u,V,u,N,False,True,char_only
13455_2.png,u,0,u,O,False,True,char_only
13456_4.png,u,G,u,Q,False,True,char_only
13566_3.png,u,0,u,8,False,True,char_only
13590_5.png,r,T,r,I,False,True,char_only
13710_5.png,u,4,u,5,False,True,char_only
13731_3.png,u,P,u,T,False,True,char_only
13741_1.png,r,N,r,H,False,True,char_only
13761_5.png,u,R,u,P,False,True,char_only
13780_4.png,r,Q,r,O,False,True,char_only
13808_2.png,r,3,r,8,False,True,char_only
13851_2.png,u,W,r,W,True,False,color_only
13882_4.png,u,J,u,Y,False,True,char_only
13918_5.png,u,7,u,I,False,True,char_only
13995_4.png,u,2,u,7,False,True,char_only
14038_4.png,u,J,u,Z,False,True,char_only
14047_3.png,r,V,u,V,True,False,color_only
14178_3.png,u,Z,u,2,False,True,char_only
14259_1.png,u,A,u,3,False,True,char_only
14338_4.png,u,J,u,1,False,True,char_only
14443_4.png,u,I,u,1,False,True,char_only
14483_3.png,r,U,u,U,True,False,color_only
14597_5.png,u,A,u,M,False,True,char_only
14657_3.png,u,1,u,2,False,True,char_only
14677_4.png,r,8,r,P,False,True,char_only
14696_2.png,u,T,u,1,False,True,char_only
14698_3.png,r,O,r,Q,False,True,char_only
14779_5.png,u,9,u,0,False,True,char_only
14915_5.png,r,3,r,8,False,True,char_only
14916_4.png,u,O,u,0,False,True,char_only
14944_5.png,u,W,u,H,False,True,char_only
14951_2.png,u,R,u,B,False,True,char_only
14977_4.png,u,O,u,0,False,True,char_only
15038_3.png,r,0,r,O,False,True,char_only
15075_3.png,r,I,r,1,False,True,char_only
15082_1.png,r,0,r,O,False,True,char_only
15276_1.png,u,P,u,D,False,True,char_only
15298_3.png,u,O,u,Q,False,True,char_only
15318_5.png,r,O,r,Q,False,True,char_only
15323_3.png,r,0,r,O,False,True,char_only
15324_4.png,r,A,u,A,True,False,color_only
15338_1.png,u,1,u,V,False,True,char_only
15357_2.png,u,7,u,Z,False,True,char_only
15451_4.png,u,A,u,N,False,True,char_only
15483_5.png,u,I,u,7,False,True,char_only
15554_2.png,r,W,r,K,False,True,char_only
15576_1.png,u,0,u,6,False,True,char_only
15645_5.png,r,U,r,0,False,True,char_only
15655_3.png,u,J,u,I,False,True,char_only
15663_3.png,r,N,r,V,False,True,char_only
15666_3.png,r,7,r,Z,False,True,char_only
15715_5.png,u,4,r,4,True,False,color_only
15769_1.png,r,I,r,J,False,True,char_only
15772_5.png,r,I,r,T,False,True,char_only
15843_5.png,u,1,u,A,False,True,char_only
15851_1.png,r,K,r,M,False,True,char_only
15877_4.png,u,I,u,J,False,True,char_only
15880_5.png,r,5,r,2,False,True,char_only
15922_1.png,r,0,r,O,False,True,char_only
15967_3.png,u,1,u,J,False,True,char_only
16110_5.png,u,8,u,5,False,True,char_only
16148_3.png,r,F,r,E,False,True,char_only
16184_3.png,u,9,u,8,False,True,char_only
16217_3.png,r,1,r,2,False,True,char_only
16238_2.png,u,U,u,B,False,True,char_only
16306_3.png,u,S,u,3,False,True,char_only
16318_4.png,r,T,u,T,True,False,color_only
16393_4.png,u,P,u,F,False,True,char_only
16394_2.png,u,N,r,N,True,False,color_only
16420_3.png,r,I,r,1,False,True,char_only
16438_4.png,r,6,r,0,False,True,char_only
16440_5.png,u,U,u,D,False,True,char_only
16444_1.png,r,B,r,D,False,True,char_only
16451_4.png,u,V,u,L,False,True,char_only
16452_3.png,r,6,r,8,False,True,char_only
16457_5.png,r,A,r,Y,False,True,char_only
16533_2.png,r,O,r,0,False,True,char_only
16590_2.png,u,F,u,T,False,True,char_only
16630_4.png,r,L,r,J,False,True,char_only
16689_4.png,u,D,u,0,False,True,char_only
16789_4.png,u,D,u,O,False,True,char_only
16927_5.png,r,0,r,9,False,True,char_only
17017_1.png,u,H,u,N,False,True,char_only
17028_1.png,u,6,r,6,True,False,color_only
17040_3.png,r,F,r,E,False,True,char_only
17170_3.png,r,O,r,Q,False,True,char_only
17178_3.png,r,1,r,T,False,True,char_only
17182_2.png,u,Q,u,O,False,True,char_only
17236_2.png,r,F,u,F,True,False,color_only
17294_2.png,u,6,u,O,False,True,char_only
17319_3.png,u,O,u,G,False,True,char_only
17500_1.png,u,V,u,U,False,True,char_only
17545_2.png,u,6,u,C,False,True,char_only
17546_3.png,u,4,u,A,False,True,char_only
17565_2.png,u,L,u,K,False,True,char_only
17666_4.png,u,T,r,T,True,False,color_only
17735_4.png,r,O,r,0,False,True,char_only
17738_1.png,r,0,r,O,False,True,char_only
17790_1.png,r,0,r,O,False,True,char_only
17841_1.png,r,T,r,F,False,True,char_only
17857_4.png,r,T,r,I,False,True,char_only
17910_5.png,r,8,r,B,False,True,char_only
17930_5.png,u,V,u,I,False,True,char_only
17947_3.png,r,R,r,B,False,True,char_only
18075_2.png,r,4,r,1,False,True,char_only
18092_2.png,u,O,u,0,False,True,char_only
18168_4.png,u,F,u,P,False,True,char_only
18176_4.png,r,O,r,G,False,True,char_only
18180_4.png,u,T,u,I,False,True,char_only
18245_1.png,u,0,u,O,False,True,char_only
18272_1.png,r,6,r,S,False,True,char_only
18273_2.png,u,K,u,Y,False,True,char_only
18321_3.png,u,1,u,Z,False,True,char_only
18329_2.png,u,F,u,E,False,True,char_only
18445_4.png,u,B,u,S,False,True,char_only
18476_5.png,u,1,u,3,False,True,char_only
18490_5.png,u,F,u,E,False,True,char_only
18579_4.png,u,O,u,Q,False,True,char_only
18685_2.png,u,R,u,B,False,True,char_only
18799_4.png,r,5,r,6,False,True,char_only
18822_3.png,u,S,u,5,False,True,char_only
18844_2.png,r,G,u,G,True,False,color_only
18874_3.png,u,L,u,U,False,True,char_only
18917_1.png,u,Y,u,I,False,True,char_only
19007_3.png,u,F,u,E,False,True,char_only
19180_5.png,r,5,r,B,False,True,char_only
19184_5.png,u,8,u,S,False,True,char_only
19234_1.png,u,7,u,3,False,True,char_only
19236_3.png,r,Z,r,E,False,True,char_only
19264_2.png,u,7,u,Z,False,True,char_only
19283_3.png,r,2,r,T,False,True,char_only
19296_3.png,r,I,r,L,False,True,char_only
19431_4.png,u,N,r,N,True,False,color_only
19438_5.png,u,L,u,I,False,True,char_only
19454_2.png,r,1,r,I,False,True,char_only
19507_5.png,u,3,u,Z,False,True,char_only
19514_3.png,u,M,u,N,False,True,char_only
19570_3.png,u,5,u,3,False,True,char_only
19578_4.png,u,O,u,0,False,True,char_only
19586_2.png,u,Z,u,7,False,True,char_only
19624_3.png,u,0,u,O,False,True,char_only
19627_3.png,u,0,u,U,False,True,char_only
19627_5.png,u,I,u,6,False,True,char_only
19660_2.png,r,0,r,C,False,True,char_only
19685_3.png,r,6,r,O,False,True,char_only
19688_1.png,u,0,u,O,False,True,char_only
19710_5.png,u,1,u,L,False,True,char_only
19741_2.png,r,G,r,6,False,True,char_only
19743_3.png,u,D,u,Z,False,True,char_only
19804_1.png,r,O,r,Q,False,True,char_only
19836_3.png,u,0,u,C,False,True,char_only
19869_1.png,u,4,u,D,False,True,char_only
19899_3.png,u,F,u,E,False,True,char_only
19950_3.png,u,1,u,Z,False,True,char_only
19979_2.png,r,E,r,B,False,True,char_only
20047_2.png,u,O,u,Q,False,True,char_only
20070_1.png,u,P,u,Y,False,True,char_only
20134_2.png,u,J,u,I,False,True,char_only
20140_5.png,r,6,r,5,False,True,char_only
20290_1.png,u,I,u,T,False,True,char_only
20386_3.png,u,F,u,E,False,True,char_only
20413_3.png,r,O,r,0,False,True,char_only
20448_4.png,r,E,r,S,False,True,char_only
20465_1.png,u,1,u,I,False,True,char_only
20548_2.png,r,N,r,7,False,True,char_only
20599_5.png,u,I,u,4,False,True,char_only
20659_2.png,u,7,u,5,False,True,char_only
20718_2.png,u,B,u,A,False,True,char_only
20743_3.png,r,O,r,Q,False,True,char_only
20786_3.png,r,C,r,S,False,True,char_only
20874_4.png,u,Y,u,V,False,True,char_only
20906_4.png,u,O,u,0,False,True,char_only
20998_3.png,r,5,r,3,False,True,char_only
21017_3.png,r,6,r,G,False,True,char_only
21119_2.png,u,O,u,U,False,True,char_only
21192_1.png,r,0,r,9,False,True,char_only
21237_2.png,r,1,r,2,False,True,char_only
21258_5.png,u,C,u,G,False,True,char_only
21296_2.png,u,N,u,W,False,True,char_only
21331_5.png,u,0,u,O,False,True,char_only
21342_2.png,u,S,u,5,False,True,char_only
21527_5.png,r,G,u,G,True,False,color_only
21530_4.png,r,F,r,T,False,True,char_only
21571_5.png,r,C,r,G,False,True,char_only
21575_2.png,r,F,r,E,False,True,char_only
21602_5.png,u,J,u,L,False,True,char_only
21631_3.png,r,0,r,O,False,True,char_only
21646_2.png,u,K,u,X,False,True,char_only
21683_5.png,u,T,u,I,False,True,char_only
21701_1.png,u,I,u,1,False,True,char_only
21717_3.png,u,8,u,S,False,True,char_only
21721_4.png,u,2,u,L,False,True,char_only
21732_4.png,u,2,u,Z,False,True,char_only
21777_2.png,r,M,r,X,False,True,char_only
21798_5.png,r,3,r,S,False,True,char_only
21817_5.png,u,1,u,R,False,True,char_only
21938_4.png,r,V,r,N,False,True,char_only
21997_1.png,r,O,r,Q,False,True,char_only
22016_1.png,u,1,u,N,False,True,char_only
22025_4.png,u,E,u,L,False,True,char_only
22054_5.png,u,B,u,E,False,True,char_only
22065_3.png,u,0,u,O,False,True,char_only
22104_1.png,r,0,r,O,False,True,char_only
22115_4.png,r,0,r,O,False,True,char_only
22123_5.png,u,I,u,1,False,True,char_only
22184_1.png,r,1,r,I,False,True,char_only
22214_2.png,u,H,r,H,True,False,color_only
22337_4.png,r,A,r,3,False,True,char_only
22373_3.png,u,0,u,O,False,True,char_only
22376_4.png,u,V,u,K,False,True,char_only
22410_1.png,r,V,r,U,False,True,char_only
22464_1.png,u,O,u,9,False,True,char_only
22498_4.png,r,O,r,0,False,True,char_only
22507_3.png,u,I,u,1,False,True,char_only
22596_4.png,u,0,u,O,False,True,char_only
22614_4.png,u,M,u,W,False,True,char_only
22723_5.png,u,1,u,B,False,True,char_only
22745_1.png,u,5,u,J,False,True,char_only
22876_3.png,r,O,r,6,False,True,char_only
22908_5.png,u,H,u,F,False,True,char_only
22967_4.png,u,O,u,Q,False,True,char_only
22998_2.png,u,H,u,K,False,True,char_only
23120_4.png,r,1,r,I,False,True,char_only
23128_3.png,r,L,r,I,False,True,char_only
23129_5.png,r,2,r,Z,False,True,char_only
23262_3.png,u,G,u,S,False,True,char_only
23289_1.png,u,F,u,E,False,True,char_only
23357_2.png,u,M,u,W,False,True,char_only
23418_2.png,u,B,u,3,False,True,char_only
23422_2.png,r,W,r,V,False,True,char_only
23423_2.png,u,1,u,T,False,True,char_only
23436_3.png,r,A,r,4,False,True,char_only
23465_2.png,u,G,u,C,False,True,char_only
23496_4.png,u,I,u,1,False,True,char_only
23589_3.png,r,G,r,C,False,True,char_only
23630_4.png,u,Y,u,K,False,True,char_only
23633_3.png,r,I,r,7,False,True,char_only
23665_2.png,r,O,r,0,False,True,char_only
23686_5.png,u,Z,u,T,False,True,char_only
23761_1.png,u,0,u,9,False,True,char_only
23785_1.png,u,F,u,E,False,True,char_only
23790_2.png,r,X,r,N,False,True,char_only
23819_5.png,r,F,r,E,False,True,char_only
23913_1.png,u,0,u,O,False,True,char_only
23919_2.png,u,B,u,D,False,True,char_only
24007_1.png,r,I,r,1,False,True,char_only
